movie,year,rating,runtime,genre,imdbscore,metascore,votes
Death Race 2000,1975.0,R,80.0,"['Action', 'Comedy', 'Sci-Fi']",6.2,59.0,23719.0
Nashville,1975.0,R,160.0,"['Comedy', 'Drama', 'Music']",7.7,96.0,22608.0
The Eiger Sanction,1975.0,Approved,129.0,"['Action', 'Crime', 'Thriller']",6.4,61.0,16886.0
Dolemite,1975.0,R,90.0,"['Action', 'Comedy', 'Crime']",5.8,67.0,4977.0
Deep Red,1975.0,R,127.0,"['Horror', 'Mystery', 'Thriller']",7.6,89.0,30096.0
Tommy,1975.0,PG,111.0,"['Drama', 'Musical']",6.6,66.0,18650.0
Rollerball,1975.0,R,125.0,"['Action', 'Sci-Fi', 'Sport']",6.6,56.0,21564.0
The Man Who Would Be King,1975.0,PG,129.0,"['Adventure', 'History', 'War']",7.8,91.0,42648.0
Shampoo,1975.0,R,109.0,"['Comedy', 'Drama']",6.3,65.0,10418.0
The Stepford Wives,1975.0,PG,115.0,"['Horror', 'Mystery', 'Sci-Fi']",6.9,54.0,15432.0
Professione: reporter,1975.0,PG-13,126.0,"['Drama', 'Thriller']",7.6,90.0,20219.0
A Boy and His Dog,1975.0,R,91.0,"['Comedy', 'Drama', 'Sci-Fi']",6.5,68.0,16077.0
Shivers,1975.0,R,87.0,"['Horror', 'Sci-Fi']",6.5,58.0,16912.0
Night Moves,1975.0,R,100.0,"['Crime', 'Mystery', 'Thriller']",7.1,82.0,11166.0
The Apple Dumpling Gang,1975.0,G,100.0,"['Comedy', 'Family', 'Western']",6.5,59.0,4842.0
The Strongest Man in the World,1975.0,G,92.0,"['Comedy', 'Family', 'Sci-Fi']",6.1,63.0,2619.0
Love and Death,1975.0,PG,85.0,"['Comedy', 'War']",7.7,89.0,34750.0
Cooley High,1975.0,PG,107.0,"['Comedy', 'Drama', 'Romance']",7.2,72.0,3980.0
"Farewell, My Lovely",1975.0,R,95.0,"['Crime', 'Mystery', 'Thriller']",7.1,70.0,6272.0
Hard Times,1975.0,PG,93.0,"['Crime', 'Drama', 'Sport']",7.3,69.0,8979.0
French Connection II,1975.0,R,119.0,"['Action', 'Crime', 'Drama']",6.8,68.0,16084.0
The Drowning Pool,1975.0,PG,108.0,"['Crime', 'Drama', 'Mystery']",6.5,48.0,4575.0
Race with the Devil,1975.0,PG,88.0,"['Action', 'Horror', 'Thriller']",6.6,53.0,5485.0
The Wilby Conspiracy,1975.0,PG,105.0,"['Action', 'Adventure', 'Drama']",6.4,57.0,1645.0
Overlord,1975.0,Not Rated,83.0,"['Drama', 'History', 'War']",7.1,88.0,2506.0
Taxi Driver,1976.0,R,114.0,"['Crime', 'Drama']",8.3,94.0,691373.0
Rocky,1976.0,PG,120.0,"['Drama', 'Sport']",8.1,70.0,500018.0
Carrie,1976.0,R,98.0,['Horror'],7.4,85.0,161707.0
Logan's Run,1976.0,PG,119.0,"['Action', 'Sci-Fi']",6.8,53.0,50148.0
Network,1976.0,R,121.0,['Drama'],8.1,83.0,139639.0
The Omen,1976.0,R,111.0,['Horror'],7.5,62.0,103455.0
The Outlaw Josey Wales,1976.0,PG,135.0,['Western'],7.8,69.0,63191.0
Car Wash,1976.0,PG,97.0,"['Comedy', 'Drama', 'Romance']",6.1,70.0,6152.0
Midway,1976.0,PG,132.0,"['Action', 'Drama', 'History']",6.8,48.0,17192.0
King Kong,1976.0,PG,134.0,"['Adventure', 'Horror']",5.9,61.0,28784.0
All the President's Men,1976.0,PG,138.0,"['Biography', 'Drama', 'History']",8.0,84.0,98254.0
Marathon Man,1976.0,R,125.0,"['Crime', 'Thriller']",7.5,64.0,55947.0
Gator,1976.0,PG,115.0,"['Action', 'Crime', 'Drama']",5.9,41.0,3593.0
1900,1976.0,Unrated,317.0,"['Drama', 'History']",7.7,70.0,21612.0
The Bad News Bears,1976.0,PG,102.0,"['Comedy', 'Drama', 'Family']",7.3,84.0,19619.0
The Shootist,1976.0,PG,100.0,"['Drama', 'Romance', 'Western']",7.6,77.0,21333.0
The Man Who Fell to Earth,1976.0,R,139.0,"['Drama', 'Sci-Fi']",6.7,81.0,23140.0
Murder by Death,1976.0,PG,95.0,"['Comedy', 'Crime', 'Mystery']",7.4,62.0,32315.0
The Pink Panther Strikes Again,1976.0,PG,103.0,"['Comedy', 'Crime']",7.2,60.0,26900.0
A Star Is Born,1976.0,R,139.0,"['Drama', 'Music', 'Romance']",6.2,59.0,9491.0
The Eagle Has Landed,1976.0,PG,123.0,"['Adventure', 'Drama', 'Thriller']",6.9,61.0,18410.0
Freaky Friday,1976.0,G,95.0,"['Comedy', 'Family', 'Fantasy']",6.3,51.0,11252.0
The Missouri Breaks,1976.0,PG,126.0,"['Drama', 'Western']",6.6,65.0,9127.0
Bugsy Malone,1976.0,G,93.0,"['Comedy', 'Crime', 'Family']",6.9,71.0,15411.0
Silver Streak,1976.0,PG,114.0,"['Action', 'Comedy', 'Crime']",6.9,41.0,17214.0
Assault on Precinct 13,1976.0,R,91.0,"['Action', 'Crime', 'Thriller']",7.4,89.0,41981.0
The Enforcer,1976.0,R,96.0,"['Action', 'Crime', 'Thriller']",6.8,58.0,39950.0
"Alice, Sweet Alice",1976.0,R,107.0,"['Crime', 'Drama', 'Horror']",6.5,67.0,8875.0
Family Plot,1976.0,PG,120.0,"['Comedy', 'Crime', 'Drama']",6.8,79.0,19729.0
The Little Girl Who Lives Down the Lane,1976.0,PG,91.0,"['Drama', 'Horror', 'Mystery']",7.1,53.0,12153.0
The Killing of a Chinese Bookie,1976.0,R,135.0,"['Crime', 'Drama', 'Thriller']",7.4,65.0,10435.0
A Real Young Girl,1976.0,Unrated,89.0,['Drama'],5.4,55.0,3390.0
Stay Hungry,1976.0,R,102.0,"['Comedy', 'Drama']",5.6,60.0,3872.0
Eaten Alive,1976.0,R,91.0,"['Horror', 'Thriller']",5.5,48.0,6257.0
Futureworld,1976.0,PG,108.0,"['Sci-Fi', 'Thriller']",5.8,46.0,9356.0
Burnt Offerings,1976.0,PG,116.0,"['Horror', 'Mystery', 'Thriller']",6.5,48.0,9283.0
Obsession,1976.0,PG,98.0,"['Drama', 'Mystery', 'Thriller']",6.7,59.0,8429.0
Silent Movie,1976.0,Passed,87.0,['Comedy'],6.7,75.0,15524.0
Lifeguard,1976.0,PG,96.0,['Drama'],6.7,54.0,1047.0
The Town That Dreaded Sundown,1976.0,R,90.0,"['Crime', 'Drama', 'Horror']",6.1,52.0,6659.0
Nickelodeon,1976.0,PG,121.0,['Comedy'],6.3,52.0,1973.0
Lipstick,1976.0,R,89.0,"['Crime', 'Drama', 'Thriller']",5.5,37.0,1909.0
Grizzly,1976.0,PG,91.0,"['Adventure', 'Horror', 'Thriller']",5.3,25.0,3898.0
The Gumball Rally,1976.0,PG,105.0,['Comedy'],6.3,37.0,3548.0
The Shaggy D.A.,1976.0,G,91.0,"['Comedy', 'Family', 'Fantasy']",5.9,60.0,2526.0
Cannonball!,1976.0,R,93.0,"['Action', 'Comedy', 'Crime']",5.5,35.0,4122.0
Face to Face,1976.0,R,114.0,"['Drama', 'Fantasy']",7.6,68.0,4626.0
Bound for Glory,1976.0,PG,147.0,"['Biography', 'Drama', 'Music']",7.3,70.0,4531.0
Gus,1976.0,G,96.0,"['Comedy', 'Family', 'Sport']",5.9,52.0,1554.0
Master of the Flying Guillotine,1976.0,R,81.0,"['Action', 'Drama', 'Fantasy']",7.5,57.0,4049.0
Dona Flor and Her Two Husbands,1976.0,R,110.0,['Comedy'],7.0,52.0,2184.0
The Last Hard Men,1976.0,R,98.0,['Western'],6.2,55.0,1858.0
The Marquise of O,1976.0,PG,102.0,"['Drama', 'History']",7.1,85.0,2123.0
Star Wars: Episode IV - A New Hope,1977.0,PG,121.0,"['Action', 'Adventure', 'Fantasy']",8.6,90.0,1191706.0
Eraserhead,1977.0,Not Rated,89.0,['Horror'],7.4,87.0,97311.0
Close Encounters of the Third Kind,1977.0,PG,138.0,"['Drama', 'Sci-Fi']",7.6,90.0,177368.0
The Spy Who Loved Me,1977.0,PG,125.0,"['Action', 'Adventure', 'Thriller']",7.1,55.0,94775.0
Saturday Night Fever,1977.0,R,118.0,"['Drama', 'Music']",6.8,77.0,68349.0
Annie Hall,1977.0,PG,93.0,"['Comedy', 'Romance']",8.0,92.0,245900.0
Suspiria,1977.0,R,92.0,['Horror'],7.4,79.0,75256.0
The Gauntlet,1977.0,R,109.0,"['Action', 'Crime', 'Thriller']",6.4,59.0,20283.0
Looking for Mr. Goodbar,1977.0,R,136.0,['Drama'],6.7,64.0,6480.0
Smokey and the Bandit,1977.0,PG,96.0,"['Action', 'Comedy']",7.0,50.0,43471.0
The Rescuers,1977.0,G,78.0,"['Animation', 'Adventure', 'Comedy']",6.9,74.0,55887.0
The Deep,1977.0,PG,123.0,"['Adventure', 'Mystery', 'Thriller']",6.2,41.0,10683.0
Sorcerer,1977.0,PG,121.0,"['Adventure', 'Drama', 'Thriller']",7.7,68.0,16573.0
Airport '77,1977.0,PG,114.0,"['Action', 'Drama', 'Thriller']",5.7,36.0,9225.0
Slap Shot,1977.0,R,123.0,"['Comedy', 'Drama', 'Sport']",7.3,61.0,33327.0
Pete's Dragon,1977.0,G,128.0,"['Animation', 'Adventure', 'Comedy']",6.4,46.0,21634.0
The Hills Have Eyes,1977.0,R,90.0,"['Horror', 'Thriller']",6.3,64.0,28527.0
The Kentucky Fried Movie,1977.0,R,83.0,['Comedy'],6.5,61.0,16608.0
Orca,1977.0,PG,92.0,"['Adventure', 'Drama', 'Horror']",5.8,27.0,10100.0
The Duellists,1977.0,PG,100.0,"['Drama', 'War']",7.4,70.0,18745.0
Exorcist II: The Heretic,1977.0,R,117.0,['Horror'],3.8,39.0,21003.0
The Goodbye Girl,1977.0,PG,111.0,"['Comedy', 'Drama', 'Romance']",7.4,64.0,12046.0
That Obscure Object of Desire,1977.0,R,103.0,"['Comedy', 'Drama']",7.9,84.0,19646.0
Jabberwocky,1977.0,PG,105.0,"['Adventure', 'Comedy', 'Fantasy']",6.2,61.0,12720.0
3 Women,1977.0,PG,124.0,"['Drama', 'Mystery', 'Thriller']",7.8,71.0,13100.0
The American Friend,1977.0,Not Rated,125.0,"['Crime', 'Drama', 'Mystery']",7.4,79.0,13023.0
"New York, New York",1977.0,PG,155.0,"['Drama', 'Music', 'Musical']",6.7,64.0,17579.0
Demon Seed,1977.0,R,94.0,"['Horror', 'Sci-Fi']",6.3,55.0,7869.0
Opening Night,1977.0,PG-13,144.0,['Drama'],8.0,69.0,8528.0
High Anxiety,1977.0,PG,94.0,"['Comedy', 'Mystery', 'Thriller']",6.7,55.0,19118.0
Rolling Thunder,1977.0,R,95.0,"['Crime', 'Drama', 'Thriller']",7.0,66.0,7124.0
Semi-Tough,1977.0,R,108.0,"['Comedy', 'Romance', 'Sport']",5.9,68.0,2540.0
Black Sunday,1977.0,R,143.0,"['Adventure', 'Crime', 'Drama']",6.7,57.0,6351.0
Candleshoe,1977.0,G,101.0,"['Adventure', 'Comedy', 'Drama']",6.8,68.0,3549.0
Julia,1977.0,PG,117.0,['Drama'],7.2,58.0,8393.0
Herbie Goes to Monte Carlo,1977.0,G,105.0,"['Action', 'Adventure', 'Comedy']",5.7,38.0,6587.0
Martin,1977.0,R,95.0,"['Drama', 'Horror']",7.1,68.0,9508.0
Bobby Deerfield,1977.0,PG,124.0,"['Drama', 'Romance']",5.9,47.0,3644.0
The White Buffalo,1977.0,PG,97.0,"['Action', 'Adventure', 'Western']",6.2,25.0,3742.0
The Last Wave,1977.0,PG,106.0,"['Drama', 'Fantasy', 'Mystery']",7.1,85.0,8242.0
The Bad News Bears in Breaking Training,1977.0,PG,100.0,"['Comedy', 'Family', 'Sport']",5.6,47.0,2849.0
The Turning Point,1977.0,PG,119.0,"['Drama', 'Romance']",6.9,68.0,4104.0
"Oh, God!",1977.0,PG,98.0,"['Comedy', 'Fantasy']",6.6,56.0,8372.0
"Race for Your Life, Charlie Brown",1977.0,G,76.0,"['Animation', 'Adventure', 'Comedy']",7.3,55.0,2942.0
Heroes,1977.0,PG,112.0,"['Comedy', 'Drama']",6.1,35.0,1588.0
Greased Lightning,1977.0,PG,96.0,"['Action', 'Biography', 'Comedy']",6.3,57.0,1335.0
Short Eyes,1977.0,R,100.0,['Drama'],7.1,53.0,1050.0
Citizens Band,1977.0,PG,98.0,"['Comedy', 'Drama']",6.5,68.0,651.0
Grease,1978.0,PG,110.0,"['Musical', 'Romance']",7.2,70.0,227423.0
The Deer Hunter,1978.0,R,183.0,"['Drama', 'War']",8.1,86.0,300329.0
Superman,1978.0,PG,143.0,"['Action', 'Adventure', 'Drama']",7.3,80.0,154576.0
National Lampoon's Animal House,1978.0,R,109.0,['Comedy'],7.5,79.0,108854.0
Halloween,1978.0,R,91.0,"['Horror', 'Thriller']",7.8,87.0,219593.0
Pretty Baby,1978.0,R,110.0,['Drama'],6.6,66.0,9382.0
Midnight Express,1978.0,R,121.0,"['Biography', 'Crime', 'Drama']",7.6,59.0,70490.0
Jaws 2,1978.0,PG,116.0,"['Adventure', 'Horror', 'Thriller']",5.8,51.0,68331.0
Up in Smoke,1978.0,R,86.0,"['Comedy', 'Music']",7.0,57.0,35065.0
Dawn of the Dead,1978.0,Unrated,127.0,"['Horror', 'Thriller']",7.9,71.0,108071.0
Convoy,1978.0,PG,110.0,"['Action', 'Drama']",6.4,47.0,14557.0
I Spit on Your Grave,1978.0,R,101.0,"['Horror', 'Thriller']",5.7,19.0,25132.0
The Fury,1978.0,R,118.0,"['Horror', 'Sci-Fi']",6.4,64.0,13025.0
Days of Heaven,1978.0,PG,94.0,"['Drama', 'Romance']",7.8,93.0,49803.0
Invasion of the Body Snatchers,1978.0,PG,115.0,"['Horror', 'Sci-Fi']",7.4,75.0,49957.0
Death on the Nile,1978.0,PG,140.0,"['Crime', 'Drama', 'Mystery']",7.3,59.0,26738.0
Every Which Way but Loose,1978.0,PG,114.0,"['Action', 'Comedy']",6.4,41.0,22385.0
Damien: Omen II,1978.0,R,107.0,"['Drama', 'Horror']",6.3,45.0,28274.0
The Wiz,1978.0,G,134.0,"['Adventure', 'Family', 'Fantasy']",5.4,53.0,13286.0
Sgt. Pepper's Lonely Hearts Club Band,1978.0,PG,113.0,"['Adventure', 'Comedy', 'Fantasy']",4.2,27.0,5787.0
Piranha,1978.0,R,94.0,"['Comedy', 'Horror', 'Sci-Fi']",5.9,71.0,18129.0
Watership Down,1978.0,PG,91.0,"['Animation', 'Adventure', 'Drama']",7.6,64.0,32605.0
Magic,1978.0,R,107.0,"['Drama', 'Horror']",6.8,49.0,8680.0
The Boys from Brazil,1978.0,R,125.0,"['Drama', 'Mystery', 'Thriller']",7.0,40.0,24675.0
The Driver,1978.0,R,91.0,"['Action', 'Crime', 'Thriller']",7.2,56.0,13431.0
Heaven Can Wait,1978.0,PG,101.0,"['Comedy', 'Fantasy', 'Romance']",6.9,72.0,17772.0
Corvette Summer,1978.0,PG,105.0,"['Adventure', 'Comedy']",5.7,53.0,2637.0
Coming Home,1978.0,R,127.0,"['Drama', 'Romance', 'War']",7.3,61.0,11889.0
The Buddy Holly Story,1978.0,PG,114.0,"['Biography', 'Drama', 'Music']",7.2,78.0,7922.0
Force 10 from Navarone,1978.0,PG,118.0,"['Action', 'Drama', 'War']",6.4,42.0,16102.0
Game of Death,1978.0,R,100.0,"['Action', 'Crime', 'Drama']",6.1,36.0,16278.0
Coma,1978.0,PG,113.0,"['Drama', 'Horror', 'Mystery']",6.9,60.0,16656.0
Foul Play,1978.0,PG,116.0,"['Comedy', 'Mystery', 'Thriller']",6.8,45.0,13025.0
Eyes of Laura Mars,1978.0,R,104.0,"['Mystery', 'Thriller']",6.2,49.0,8541.0
Return from Witch Mountain,1978.0,G,95.0,"['Family', 'Adventure', 'Sci-Fi']",5.9,51.0,4299.0
The Great Train Robbery,1978.0,PG,110.0,"['Adventure', 'Crime', 'Drama']",6.9,68.0,15177.0
Revenge of the Pink Panther,1978.0,PG,99.0,"['Comedy', 'Crime', 'Mystery']",6.7,65.0,19437.0
Goin' South,1978.0,PG,105.0,"['Comedy', 'Crime', 'Romance']",6.2,52.0,6090.0
Interiors,1978.0,PG,92.0,['Drama'],7.4,67.0,17601.0
F.I.S.T.,1978.0,PG,145.0,"['Crime', 'Drama', 'Thriller']",6.5,54.0,6924.0
The Cat from Outer Space,1978.0,G,104.0,"['Comedy', 'Family', 'Sci-Fi']",6.1,58.0,4236.0
Attack of the Killer Tomatoes!,1978.0,PG,83.0,"['Adventure', 'Comedy', 'Horror']",4.6,9.0,12113.0
Paradise Alley,1978.0,PG,107.0,['Drama'],5.8,53.0,4475.0
I Wanna Hold Your Hand,1978.0,PG,104.0,"['Comedy', 'Music', 'Romance']",6.9,64.0,4182.0
Hooper,1978.0,PG,99.0,"['Action', 'Comedy']",6.4,70.0,5809.0
Deathsport,1978.0,R,82.0,"['Action', 'Drama', 'Sci-Fi']",4.1,33.0,1437.0
The Medusa Touch,1978.0,PG,109.0,"['Horror', 'Sci-Fi']",7.0,49.0,5496.0
The Swarm,1978.0,PG,116.0,"['Horror', 'Thriller']",4.5,30.0,6638.0
Big Wednesday,1978.0,PG,120.0,"['Drama', 'Sport']",7.2,54.0,5829.0
The Legacy,1978.0,R,102.0,['Horror'],5.7,31.0,2410.0
Straight Time,1978.0,R,114.0,"['Crime', 'Drama']",7.4,64.0,7247.0
The Silent Partner,1978.0,R,106.0,"['Crime', 'Drama', 'Thriller']",7.5,74.0,4585.0
The End,1978.0,R,100.0,"['Comedy', 'Drama']",6.2,46.0,3464.0
Blue Collar,1978.0,R,114.0,"['Crime', 'Drama']",7.5,77.0,6740.0
Jubilee,1978.0,Not Rated,106.0,"['Comedy', 'Drama', 'Fantasy']",6.1,79.0,2771.0
Who'll Stop the Rain,1978.0,R,126.0,"['Action', 'Crime', 'Drama']",6.7,73.0,2414.0
The Manitou,1978.0,PG,104.0,"['Horror', 'Sci-Fi']",5.3,47.0,2503.0
Ice Castles,1978.0,PG,108.0,"['Drama', 'Romance', 'Sport']",6.6,51.0,3024.0
The Boys in Company C,1978.0,R,125.0,"['Drama', 'War']",7.0,62.0,2849.0
King of the Gypsies,1978.0,R,112.0,['Drama'],6.3,38.0,1038.0
Long Weekend,1978.0,Not Rated,97.0,"['Horror', 'Mystery', 'Thriller']",6.6,61.0,3844.0
Comes a Horseman,1978.0,PG,118.0,"['Drama', 'Romance', 'Western']",6.3,41.0,2331.0
Killer of Sheep,1978.0,Unrated,80.0,['Drama'],7.3,96.0,5794.0
The Bad News Bears Go to Japan,1978.0,PG,91.0,"['Comedy', 'Family', 'Sport']",3.7,31.0,2623.0
House Calls,1978.0,PG,98.0,"['Comedy', 'Drama', 'Romance']",6.7,49.0,1671.0
Bloodbrothers,1978.0,R,116.0,['Drama'],5.8,49.0,796.0
Alien,1979.0,R,117.0,"['Horror', 'Sci-Fi']",8.4,89.0,757560.0
Apocalypse Now,1979.0,R,147.0,"['Drama', 'Mystery', 'War']",8.4,94.0,582217.0
Mad Max,1979.0,R,88.0,"['Action', 'Adventure', 'Sci-Fi']",6.9,73.0,185114.0
The Warriors,1979.0,R,92.0,"['Action', 'Crime', 'Thriller']",7.6,65.0,90331.0
Escape from Alcatraz,1979.0,PG,112.0,"['Biography', 'Crime', 'Drama']",7.6,76.0,113429.0
Phantasm,1979.0,R,89.0,"['Horror', 'Sci-Fi']",6.8,72.0,30579.0
Meatballs,1979.0,PG,94.0,['Comedy'],6.2,60.0,18367.0
Monty Python's Life of Brian,1979.0,R,94.0,['Comedy'],8.1,77.0,354646.0
Star Trek,1979.0,G,132.0,"['Adventure', 'Mystery', 'Sci-Fi']",6.4,48.0,78833.0
10,1979.0,Approved,122.0,"['Comedy', 'Romance']",6.1,68.0,14683.0
Moonraker,1979.0,PG,126.0,"['Action', 'Adventure', 'Sci-Fi']",6.3,66.0,87350.0
Kramer vs. Kramer,1979.0,PG,105.0,['Drama'],7.8,77.0,127069.0
The Jerk,1979.0,R,94.0,['Comedy'],7.2,61.0,51379.0
The Muppet Movie,1979.0,G,95.0,"['Adventure', 'Comedy', 'Family']",7.6,74.0,31367.0
The Black Hole,1979.0,PG,98.0,"['Action', 'Sci-Fi']",6.0,52.0,22534.0
Hair,1979.0,PG,121.0,"['Comedy', 'Drama', 'Musical']",7.6,68.0,33907.0
1941,1979.0,PG,118.0,"['Action', 'Comedy', 'War']",5.8,34.0,30476.0
Manhattan,1979.0,R,96.0,"['Comedy', 'Drama', 'Romance']",7.9,83.0,127672.0
All That Jazz,1979.0,R,123.0,"['Drama', 'Music', 'Musical']",7.9,72.0,26558.0
Being There,1979.0,PG,130.0,"['Comedy', 'Drama']",8.0,83.0,63338.0
Rocky II,1979.0,PG,119.0,"['Drama', 'Sport']",7.3,61.0,184775.0
When a Stranger Calls,1979.0,R,97.0,"['Horror', 'Mystery', 'Thriller']",6.5,58.0,9158.0
Tess,1979.0,PG,170.0,"['Drama', 'Romance']",7.3,82.0,14544.0
Breaking Away,1979.0,PG,101.0,"['Comedy', 'Drama', 'Romance']",7.7,91.0,20983.0
Nosferatu the Vampyre,1979.0,PG,107.0,"['Drama', 'Horror']",7.5,79.0,30900.0
Quadrophenia,1979.0,R,120.0,"['Drama', 'Music']",7.3,79.0,16503.0
The Amityville Horror,1979.0,R,117.0,['Horror'],6.3,28.0,33973.0
The China Syndrome,1979.0,PG,122.0,"['Drama', 'Thriller']",7.4,81.0,25980.0
Hardcore,1979.0,R,108.0,"['Crime', 'Drama']",7.1,63.0,8332.0
Zombie,1979.0,R,91.0,['Horror'],6.9,54.0,24582.0
And Justice for All,1979.0,R,119.0,"['Crime', 'Drama', 'Thriller']",7.4,58.0,29493.0
The Wanderers,1979.0,R,112.0,['Drama'],7.4,64.0,9681.0
Time After Time,1979.0,PG,112.0,"['Adventure', 'Drama', 'Sci-Fi']",7.1,69.0,14724.0
Hanover Street,1979.0,PG,109.0,"['Action', 'Adventure', 'Drama']",6.0,32.0,4455.0
Lupin the 3rd: Castle of Cagliostro,1979.0,PG-13,102.0,"['Animation', 'Adventure', 'Family']",7.7,71.0,25101.0
The Brood,1979.0,R,92.0,"['Horror', 'Sci-Fi']",6.8,63.0,24194.0
The Tin Drum,1979.0,R,142.0,"['Drama', 'War']",7.5,63.0,21537.0
Rock 'n' Roll High School,1979.0,PG,93.0,"['Comedy', 'Music']",6.7,70.0,8650.0
The Black Stallion,1979.0,G,118.0,"['Adventure', 'Family', 'Sport']",7.3,84.0,11251.0
Dracula,1979.0,R,109.0,"['Horror', 'Romance']",6.5,67.0,8741.0
More American Graffiti,1979.0,PG,110.0,"['Comedy', 'Drama', 'War']",5.3,44.0,3927.0
Norma Rae,1979.0,PG,114.0,['Drama'],7.3,61.0,9956.0
The Rose,1979.0,R,125.0,"['Drama', 'Music', 'Romance']",7.0,67.0,7592.0
The Frisco Kid,1979.0,PG,119.0,"['Comedy', 'Drama', 'Western']",6.4,38.0,8265.0
The Villain,1979.0,PG,89.0,"['Comedy', 'Western']",5.4,22.0,6332.0
Over the Edge,1979.0,PG,95.0,"['Crime', 'Drama']",7.4,67.0,5826.0
The Champ,1979.0,PG,121.0,"['Drama', 'Sport']",6.9,38.0,7578.0
Prophecy,1979.0,PG,102.0,"['Horror', 'Sci-Fi', 'Thriller']",5.5,41.0,4225.0
A Little Romance,1979.0,PG,110.0,"['Adventure', 'Comedy', 'Romance']",7.5,52.0,5044.0
The Visitor,1979.0,R,108.0,"['Horror', 'Sci-Fi']",5.2,65.0,2851.0
The Driller Killer,1979.0,Not Rated,96.0,"['Drama', 'Horror', 'Thriller']",5.1,66.0,6342.0
The Electric Horseman,1979.0,PG,121.0,"['Comedy', 'Drama', 'Romance']",6.4,64.0,7177.0
Meteor,1979.0,PG,108.0,"['Action', 'Drama', 'Sci-Fi']",5.0,27.0,6397.0
The Concorde... Airport '79,1979.0,PG,113.0,"['Action', 'Drama', 'Thriller']",4.5,39.0,5392.0
A Force of One,1979.0,PG,90.0,"['Action', 'Crime', 'Drama']",5.2,51.0,3235.0
The Great Santini,1979.0,PG,115.0,['Drama'],7.2,64.0,5490.0
The Human Factor,1979.0,R,115.0,"['Drama', 'Romance', 'Thriller']",6.1,62.0,1137.0
Going in Style,1979.0,PG,97.0,"['Comedy', 'Crime', 'Drama']",7.1,65.0,2774.0
Beyond the Poseidon Adventure,1979.0,PG,114.0,"['Action', 'Adventure']",4.6,22.0,4611.0
The Onion Field,1979.0,R,122.0,"['Crime', 'Drama']",6.8,57.0,4359.0
North Dallas Forty,1979.0,R,119.0,"['Comedy', 'Drama', 'Sport']",6.9,80.0,4534.0
The Apple Dumpling Gang Rides Again,1979.0,G,88.0,"['Comedy', 'Family', 'Western']",6.1,37.0,2346.0
Starting Over,1979.0,R,105.0,"['Comedy', 'Romance']",6.4,64.0,2223.0
Unidentified Flying Oddball,1979.0,G,93.0,"['Comedy', 'Family', 'Adventure']",5.3,66.0,927.0
Wise Blood,1979.0,PG,106.0,"['Comedy', 'Drama']",7.1,84.0,4846.0
The Passage,1979.0,R,98.0,"['Action', 'Drama', 'War']",6.0,25.0,1502.0
The Fish That Saved Pittsburgh,1979.0,PG,102.0,"['Comedy', 'Sport']",5.4,40.0,913.0
Real Life,1979.0,PG,99.0,['Comedy'],7.0,64.0,2473.0
The Europeans,1979.0,Unrated,90.0,"['Drama', 'Romance']",6.2,64.0,766.0
Shan zhong zhuan qi,1979.0,Not Rated,192.0,"['Fantasy', 'Horror', 'Mystery']",7.4,67.0,599.0
Star Wars: Episode V - The Empire Strikes Back,1980.0,PG,124.0,"['Action', 'Adventure', 'Fantasy']",8.7,82.0,1119163.0
The Shining,1980.0,R,146.0,"['Drama', 'Horror']",8.4,66.0,853859.0
Airplane!,1980.0,PG,88.0,['Comedy'],7.7,78.0,203494.0
The Blue Lagoon,1980.0,R,104.0,"['Adventure', 'Drama', 'Romance']",5.8,31.0,60661.0
The Blues Brothers,1980.0,R,133.0,"['Adventure', 'Comedy', 'Crime']",7.9,60.0,175685.0
Raging Bull,1980.0,R,129.0,"['Biography', 'Drama', 'Sport']",8.2,89.0,309125.0
Flash Gordon,1980.0,PG,111.0,"['Action', 'Adventure', 'Sci-Fi']",6.5,58.0,48711.0
The Elephant Man,1980.0,PG,124.0,"['Biography', 'Drama']",8.1,78.0,211333.0
Friday the 13th,1980.0,R,95.0,"['Horror', 'Mystery', 'Thriller']",6.5,22.0,113667.0
Cannibal Holocaust,1980.0,Unrated,95.0,"['Adventure', 'Horror']",5.9,22.0,48737.0
Caddyshack,1980.0,R,98.0,"['Comedy', 'Sport']",7.3,48.0,101659.0
Urban Cowboy,1980.0,PG,132.0,"['Drama', 'Romance', 'Western']",6.3,61.0,12621.0
Dressed to Kill,1980.0,R,104.0,"['Mystery', 'Thriller']",7.1,74.0,33268.0
Popeye,1980.0,PG,114.0,"['Adventure', 'Comedy', 'Family']",5.3,64.0,28507.0
The Final Countdown,1980.0,PG,103.0,"['Action', 'Sci-Fi']",6.7,51.0,20460.0
Ordinary People,1980.0,R,124.0,['Drama'],7.7,86.0,44930.0
American Gigolo,1980.0,R,117.0,"['Crime', 'Drama', 'Mystery']",6.2,57.0,20701.0
Fame,1980.0,R,134.0,"['Drama', 'Music', 'Musical']",6.6,58.0,19424.0
Heaven's Gate,1980.0,R,219.0,"['Adventure', 'Drama', 'Western']",6.8,57.0,13108.0
The Fog,1980.0,R,89.0,"['Horror', 'Thriller']",6.8,55.0,61144.0
Superman II,1980.0,PG,127.0,"['Action', 'Adventure', 'Sci-Fi']",6.8,83.0,95254.0
Any Which Way You Can,1980.0,PG,116.0,"['Action', 'Comedy']",6.2,51.0,16865.0
Nine to Five,1980.0,PG,109.0,['Comedy'],6.8,58.0,26320.0
